,Job Title,Rating,Company Name,Location,Size,Sector,avg_salary,python,r,spark,aws,excel,Salary_category,Size_category,State_category,State_Acro
643,"Senior Engineer, Data Management Engineering",3.5,Western Digital,"Milpitas, CA",10000+ employees,Information Technology,98.5,1,0,1,1,0,middleSalary,More than 5000,CA,California
644,Quality Control Scientist III- Analytical Development,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,80.5,0,0,0,0,1,lowSalary,Under 500,MD,Maryland
645,"Clinical Scientist, Clinical Development",3.8,FORMA THERAPEUTICS,"Watertown, MA",51 to 200 employees,Biotech & Pharmaceuticals,37.0,0,0,0,0,1,lowestSalary,Under 500,MA,Massachusetts
646,Software Engineer Staff Scientist: Human Language Technologies,3.7,Raytheon,"Cambridge, MD",10000+ employees,Aerospace & Defense,99.0,1,0,0,0,0,middleSalary,More than 5000,MD,Maryland
647,"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,Agios Pharmaceuticals,"Cambridge, MA",501 to 1000 employees,Biotech & Pharmaceuticals,96.5,0,0,0,0,1,middleSalary,500 to 1000,MA,Massachusetts
648,"Assistant Director/Director, Office of Data Science",3.3,Liberty Mutual Insurance,"Boston, MA",10000+ employees,Insurance,53.0,0,0,0,0,0,lowSalary,More than 5000,MA,Massachusetts
649,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Bridg,"Los Angeles, CA",1 to 50 employees,Information Technology,103.0,0,0,1,1,0,middleSalary,Under 500,CA,California
650,Senior Risk Data Scientist,3.8,Bill.com,"Palo Alto, CA",501 to 1000 employees,Finance,139.5,0,0,0,0,0,middleSalary,500 to 1000,CA,California
651,Data Scientist in Artificial Intelligence Early Career,3.8,Pacific Northwest National Laboratory,"Richland, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",67.0,0,0,0,0,0,lowSalary,1000 to 5000,WA,Washington
652,Consultant - Analytics Consulting,3.0,Infosys,"Hartford, CT",10000+ employees,Information Technology,62.5,0,0,0,0,1,lowSalary,More than 5000,CT,Connecticut
653,Scientist - CVRM Metabolism - in vivo pharmacology,3.9,AstraZeneca,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,92.0,0,0,0,0,0,middleSalary,More than 5000,MD,Maryland
654,Data Analyst,3.6,AXION Healthcare Solutions,"New York, NY",1 to 50 employees,Health Care,66.0,0,0,0,0,1,lowSalary,Under 500,NY,New York
655,Data Engineer,3.5,Alignment Healthcare,"Orange, CA",501 to 1000 employees,Health Care,94.5,1,0,1,1,1,middleSalary,500 to 1000,CA,California
656,Data Scientist,3.6,TRANZACT,"Fort Lee, NJ",1001 to 5000 employees,Business Services,114.0,1,0,0,1,1,middleSalary,1000 to 5000,NJ,New Jersey
657,Data Scientist,4.2,ExecOnline,"New York, NY",51 to 200 employees,Education,75.5,1,0,0,1,0,lowSalary,Under 500,NY,New York
658,Data Scientist,3.5,Charter Spectrum,"Maryland Heights, MO",1 to 50 employees,Education,96.0,0,0,0,0,1,middleSalary,Under 500,MO,Missouri
659,Machine Learning Engineer,4.0,Mteq,"Fort Belvoir, VA",501 to 1000 employees,Aerospace & Defense,87.0,1,0,0,0,0,lowSalary,500 to 1000,VA,Virginia
660,Data Scientist,3.7,Brillient,"Silver Spring, MD",201 to 500 employees,Information Technology,86.0,1,0,0,0,1,lowSalary,Under 500,MD,Maryland
661,Senior Data Scientist,4.4,Entefy,"Palo Alto, CA",1 to 50 employees,Information Technology,116.5,1,0,0,0,0,middleSalary,Under 500,CA,California
662,Senior Scientist (Neuroscience),3.5,Sunovion,"Marlborough, MA",1001 to 5000 employees,Biotech & Pharmaceuticals,154.5,1,0,0,0,1,highSalary,1000 to 5000,MA,Massachusetts
663,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA",1001 to 5000 employees,"Arts, Entertainment & Recreation",48.5,0,0,0,0,1,lowestSalary,1000 to 5000,CA,California
664,Machine Learning Engineer - Regulatory,3.7,Cboe Global Markets,"Lenexa, KS",501 to 1000 employees,Finance,87.0,1,0,0,0,1,lowSalary,500 to 1000,KS,Kansas
665,Data Engineer,3.4,Trace3,"Houston, TX",501 to 1000 employees,Information Technology,80.0,1,0,1,0,1,lowSalary,500 to 1000,TX,Texas
666,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX",1001 to 5000 employees,Health Care,21.5,0,0,0,1,0,lowestSalary,1000 to 5000,TX,Texas
667,Principal Data Scientist,3.7,Northrop Grumman,"San Jose, CA",10000+ employees,Aerospace & Defense,173.0,1,0,0,0,0,highSalary,More than 5000,CA,California
668,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL",501 to 1000 employees,Manufacturing,52.5,0,0,0,0,0,lowSalary,500 to 1000,IL,Illinois
669,Data Engineer,3.5,Saama Technologies Inc,"Phoenix, AZ",501 to 1000 employees,Biotech & Pharmaceuticals,68.5,1,0,1,0,0,lowSalary,500 to 1000,AZ,Arizona
670,"Associate Principal Scientist, Pharmacogenomics",3.9,AstraZeneca,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,95.0,0,0,0,0,0,middleSalary,More than 5000,MD,Maryland
671,Data Scientist - Systems Engineering,3.2,MITRE,"Bedford, MA",5001 to 10000 employees,Government,69.5,1,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
672,Senior Data Scientist,4.4,The David J. Joseph Company,"Cincinnati, OH",201 to 500 employees,Mining & Metals,107.0,1,0,0,1,0,middleSalary,Under 500,OH,Ohio
673,Data Scientist SR,3.9,The Buffalo Group,"Charlottesville, VA",501 to 1000 employees,Information Technology,112.0,1,0,1,0,0,middleSalary,500 to 1000,VA,Virginia
674,Data Scientist,3.4,CompQsoft,"Washington, DC",51 to 200 employees,Business Services,96.5,1,0,0,0,0,middleSalary,Under 500,DC,DC
675,"Scientist, Bacteriology",2.1,Cerus Corporation,"Concord, CA",201 to 500 employees,Biotech & Pharmaceuticals,111.5,0,0,0,0,1,middleSalary,Under 500,CA,California
676,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,154.5,0,0,1,1,1,highSalary,More than 5000,MA,Massachusetts
677,Data Scientist,3.4,"Remedy BPCI Partners, LLC.","New York, NY",201 to 500 employees,Health Care,95.0,1,0,1,1,0,middleSalary,Under 500,NY,New York
678,Data Scientist,4.0,Strategic Financial Solutions,"New York, NY",501 to 1000 employees,Consumer Services,97.5,1,0,0,0,1,middleSalary,500 to 1000,NY,New York
679,Senior Data Scientist,4.4,Maven Wave Partners,"Chicago, IL",201 to 500 employees,Business Services,128.5,1,0,0,1,1,middleSalary,Under 500,IL,Illinois
680,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,124.0,0,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
681,Principal Data Scientist,3.2,The Climate Corporation,"San Francisco, CA",501 to 1000 employees,Information Technology,194.0,0,0,0,1,1,highSalary,500 to 1000,CA,California
682,Clinical Laboratory Scientist,3.7,Vail Health,"Vail, CO",501 to 1000 employees,Health Care,31.5,0,0,0,0,0,lowestSalary,500 to 1000,CO,Colorado
683,"Data Analyst 1, full-time contract worker for up to 12 months",4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",10000+ employees,Non-Profit,50.0,0,0,0,1,1,lowSalary,More than 5000,UT,Utah
684,Data Scientist,3.5,Crossix Solutions,"New York, NY",201 to 500 employees,Business Services,104.5,1,0,1,1,1,middleSalary,Under 500,NY,New York
685,Data Scientist,4.3,Solugenix Corporation,"Phoenix, AZ",201 to 500 employees,Information Technology,69.5,1,0,0,0,1,lowSalary,Under 500,AZ,Arizona
686,Data Scientist,2.6,West Coast University,"Irvine, CA",10000+ employees,Education,121.0,1,0,0,0,0,middleSalary,More than 5000,CA,California
687,Data Engineer - Consultant (Charlotte Based),4.2,Clarity Insights,"Charlotte, NC",201 to 500 employees,Information Technology,85.5,1,0,0,0,1,lowSalary,Under 500,NC,North Carolina
688,Data Engineer,3.1,NCSOFT,"Aliso Viejo, CA",1001 to 5000 employees,Media,113.0,1,0,1,1,1,middleSalary,1000 to 5000,CA,California
689,Data Scientist (Warehouse Automation),3.8,SoftBank Robotics,"San Francisco, CA",201 to 500 employees,Manufacturing,103.0,1,0,0,1,0,middleSalary,Under 500,CA,California
690,"Scientist, Immuno-Oncology",3.9,GSK,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,90.5,0,0,0,1,0,middleSalary,More than 5000,MA,Massachusetts
691,Senior Data Scientist,4.3,Factual,"Los Angeles, CA",51 to 200 employees,Information Technology,153.0,1,0,1,0,1,highSalary,Under 500,CA,California
692,Jr. Data Scientist,3.2,MITRE,"McLean, VA",5001 to 10000 employees,Government,106.5,1,0,1,0,1,middleSalary,More than 5000,VA,Virginia
693,Senior Data Scientist,5.0,SkySync,"Ann Arbor, MI",51 to 200 employees,Information Technology,130.0,0,0,0,0,1,middleSalary,Under 500,MI,Michigan
694,Products Data Analyst II,3.3,TriNet,"Dublin, CA",1001 to 5000 employees,Business Services,123.5,0,0,0,0,1,middleSalary,1000 to 5000,CA,California
695,Data Architect / Data Modeler,4.3,Medidata Solutions,"New York, NY",1001 to 5000 employees,Information Technology,86.5,0,0,0,1,1,lowSalary,1000 to 5000,NY,New York
696,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 to 1000 employees,Health Care,64.0,0,0,0,0,0,lowSalary,500 to 1000,CA,California
697,Lead Data Analyst,3.9,Signpost,"New York, NY",201 to 500 employees,Information Technology,47.0,0,0,1,0,0,lowestSalary,Under 500,NY,New York
698,Data Science Engineer - Mobile,4.0,Adobe,"San Jose, CA",10000+ employees,Information Technology,162.0,1,0,0,0,1,highSalary,More than 5000,CA,California
699,Senior Data Scientist Oncology,3.9,AstraZeneca,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,140.0,1,0,0,0,1,middleSalary,More than 5000,MD,Maryland
700,Data Scientist,3.4,"DatamanUSA, LLC","Olympia, WA",51 to 200 employees,Information Technology,89.0,0,0,0,0,0,lowSalary,Under 500,WA,Washington
701,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN",10000+ employees,Retail,98.0,1,0,0,0,0,middleSalary,More than 5000,TN,Tennessee
702,Senior Data Scientist - R&D Oncology,3.9,AstraZeneca,"New York, NY",10000+ employees,Biotech & Pharmaceuticals,137.0,1,0,0,0,0,middleSalary,More than 5000,NY,New York
703,Data Engineer,4.0,Pinnacol Assurance,"Denver, CO",501 to 1000 employees,Insurance,99.0,1,0,0,1,0,middleSalary,500 to 1000,CO,Colorado
704,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI",501 to 1000 employees,Manufacturing,54.0,0,0,0,0,0,lowSalary,500 to 1000,WI,Wisconsin
705,Senior Data Engineer,3.2,Equian LLC,"Franklin, TN",1001 to 5000 employees,Health Care,109.0,0,0,0,1,1,middleSalary,1000 to 5000,TN,Tennessee
706,Data Engineer,3.4,MetroStar Systems,"Rockville, MD",201 to 500 employees,Information Technology,109.0,0,0,0,1,0,middleSalary,Under 500,MD,Maryland
707,Senior Data Scientist,4.4,MathWorks,"Natick, MA",1001 to 5000 employees,Information Technology,139.5,1,0,0,0,0,middleSalary,1000 to 5000,MA,Massachusetts
708,"Director II, Data Science - GRM Actuarial",3.3,Liberty Mutual Insurance,"Chicago, IL",10000+ employees,Insurance,254.0,1,0,0,0,0,highestSalary,More than 5000,IL,Illinois
709,Machine Learning Engineer,3.2,Information Builders,"New York, NY",1001 to 5000 employees,Information Technology,125.0,1,0,0,1,1,middleSalary,1000 to 5000,NY,New York
710,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,Novartis,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,106.5,1,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
711,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE",1001 to 5000 employees,Health Care,27.5,0,0,0,0,0,lowestSalary,1000 to 5000,DE,Delaware
712,"Scientist, Molecular/Cellular Biologist",2.9,Audentes Therapeutics,"South San Francisco, CA",201 to 500 employees,Biotech & Pharmaceuticals,73.0,0,0,0,0,0,lowSalary,Under 500,CA,California
713,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,81.0,0,0,0,0,1,lowSalary,Under 500,MD,Maryland
714,Data Scientist,3.2,"Numeric, LLC","Philadelphia, PA",1 to 50 employees,Business Services,128.5,1,0,1,1,0,middleSalary,Under 500,PA,Pennsylvania
715,Scientist - Analytical Services,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,99.5,0,0,0,0,1,middleSalary,More than 5000,NC,North Carolina
716,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",4.0,23andMe,"South San Francisco, CA",501 to 1000 employees,Biotech & Pharmaceuticals,92.0,0,0,0,1,1,middleSalary,500 to 1000,CA,California
717,Associate Data Analyst- Graduate Development Program,3.3,National Interstate,"Richfield, OH",501 to 1000 employees,Insurance,45.5,0,0,0,0,0,lowestSalary,500 to 1000,OH,Ohio
718,Sr. Data Engineer,4.5,Moser Consulting,"Indianapolis, IN",51 to 200 employees,Business Services,122.5,1,0,1,1,0,middleSalary,Under 500,IN,Indiana
719,Clinical Data Analyst,3.0,Greenway Health,"Tampa, FL",1001 to 5000 employees,Information Technology,37.5,0,0,0,0,1,lowestSalary,1000 to 5000,FL,Florida
720,IT Associate Data Analyst,3.7,The Hanover Insurance Group,"Worcester, MA",5001 to 10000 employees,Insurance,54.0,0,0,0,0,0,lowSalary,More than 5000,MA,Massachusetts
721,Business Data Analyst,3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,53.5,1,0,0,0,1,lowSalary,1000 to 5000,NY,New York
722,Senior Insurance Data Scientist,3.9,TransUnion,"Chicago, IL",5001 to 10000 employees,Finance,140.0,1,0,0,0,1,middleSalary,More than 5000,IL,Illinois
723,Senior Data Science Systems Engineer,3.2,MITRE,"Hampton, VA",5001 to 10000 employees,Government,77.5,0,0,0,0,0,lowSalary,More than 5000,VA,Virginia
724,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,Mcphail Associates,"Cambridge, MA",1 to 50 employees,"Construction, Repair & Maintenance",26.5,0,0,0,0,1,lowestSalary,Under 500,MA,Massachusetts
725,Senior Scientist - Regulatory Submissions,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,117.5,0,0,0,0,1,middleSalary,More than 5000,NC,North Carolina
726,Scientist - Biomarker and Flow Cytometry,2.4,Crown Bioscience,"San Diego, CA",501 to 1000 employees,Biotech & Pharmaceuticals,70.5,0,0,0,0,0,lowSalary,500 to 1000,CA,California
727,Revenue Analytics Manager,4.8,HOVER,"San Francisco, CA",51 to 200 employees,Information Technology,61.5,0,0,0,0,1,lowSalary,Under 500,CA,California
728,Sr. Scientist Method Development,2.9,Q2 Solutions,"Marietta, GA",1001 to 5000 employees,Biotech & Pharmaceuticals,80.0,0,0,0,0,1,lowSalary,1000 to 5000,GA,Georgia
729,"Associate Scientist, LC/MS Biologics",2.9,Q2 Solutions,"Ithaca, NY",1001 to 5000 employees,Biotech & Pharmaceuticals,70.0,0,0,0,0,1,lowSalary,1000 to 5000,NY,New York
731,IT - Data Engineer II,3.4,Arbella Insurance,"Quincy, MA",1001 to 5000 employees,Insurance,90.0,0,0,1,0,1,middleSalary,1000 to 5000,MA,Massachusetts
732,Machine Learning Engineer (NLP),4.1,CK-12 Foundation,"Palo Alto, CA",1 to 50 employees,Education,111.0,1,0,0,1,1,middleSalary,Under 500,CA,California
733,Senior Data Analyst,3.9,Life360,"San Francisco, CA",51 to 200 employees,Information Technology,138.5,1,0,0,0,0,middleSalary,Under 500,CA,California
734,Data Science Project Manager,3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,68.5,0,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
735,Data Engineer,3.9,Fivestars,"San Francisco, CA",201 to 500 employees,Information Technology,87.5,1,0,0,1,1,lowSalary,Under 500,CA,California
736,"Principal, Data Science - Advanced Analytics",3.6,IQVIA,"Plymouth Meeting, PA",10000+ employees,Biotech & Pharmaceuticals,111.5,0,0,0,0,0,middleSalary,More than 5000,PA,Pennsylvania
737,"Sr Scientist, Immuno-Oncology - Oncology",3.9,GSK,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,84.5,0,0,0,1,0,lowSalary,More than 5000,MA,Massachusetts
738,Senior Data Engineer,4.4,Eventbrite,"Nashville, TN",1001 to 5000 employees,Information Technology,102.5,1,0,1,1,0,middleSalary,1000 to 5000,TN,Tennessee
739,"Project Scientist - Auton Lab, Robotics Institute",2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,73.5,0,0,0,0,1,lowSalary,500 to 1000,PA,Pennsylvania
740,Data Science Manager,3.2,"Numeric, LLC","Allentown, PA",1 to 50 employees,Business Services,127.5,0,0,0,0,1,middleSalary,Under 500,PA,Pennsylvania
741,Research Scientist – Security and Privacy,3.6,Riverside Research Institute,"Beavercreek, OH",501 to 1000 employees,Government,93.5,1,0,0,0,0,middleSalary,500 to 1000,OH,Ohio
