,County,State,Year,Severity,count(Severity)
807,Buchanan,IA,2020,2,16
808,Summit,OH,2020,3,285
809,Charles,MD,2020,3,7
810,Darke,OH,2020,2,24
811,Walton,FL,2020,3,31
812,Sumter,FL,2020,3,58
813,Simpson,MS,2020,2,4
814,Morrow,OH,2020,2,6
815,Stafford,VA,2020,4,22
816,Pulaski,IL,2020,3,4
817,Henry,IA,2020,3,1
818,Hockley,TX,2020,2,2
819,Merrimack,NH,2020,2,163
820,Marathon,WI,2020,3,10
821,Nassau,FL,2020,2,293
822,Summit,UT,2020,3,51
823,Cortland,NY,2020,4,3
824,Mathews,VA,2020,2,6
825,Sevier,TN,2020,4,7
826,Campbell,TN,2020,4,3
827,Cleveland,NC,2020,3,6
828,Preble,OH,2020,4,2
829,Davis,UT,2020,2,1152
830,Riverside,CA,2020,2,14518
831,Monroe,NY,2020,3,976
832,Herkimer,NY,2020,2,87
833,Lancaster,NE,2020,2,25
834,Marion,OR,2020,2,1641
835,Dupage,IL,2020,2,43
836,Adair,KY,2020,2,1
837,Duplin,NC,2020,2,23
838,Ohio,WV,2020,4,2
839,Waushara,WI,2020,3,4
840,Calvert,MD,2020,2,26
841,Jones,MS,2020,3,6
842,Eaton,MI,2020,3,22
843,Bedford County,VA,2020,2,65
844,Okaloosa,FL,2020,2,676
845,El Paso,CO,2020,2,942
846,Essex,MA,2020,3,414
847,Kankakee,IL,2020,2,20
848,Merced,CA,2020,3,21
849,Cecil,MD,2020,2,253
850,Island,WA,2020,2,28
851,Brown,WI,2020,3,42
852,Portsmouth,VA,2020,4,30
853,Johnson,KS,2020,4,19
854,Washington,WI,2020,3,34
855,Suwannee,FL,2020,2,216
856,Toombs,GA,2020,2,11
857,Lonoke,AR,2020,4,13
858,Miller,AR,2020,2,16
859,Trinity,TX,2020,2,5
860,St. Croix,WI,2020,4,3
861,Clark,WA,2020,3,142
862,Essex,NJ,2020,4,63
863,Catawba,NC,2020,2,145
864,Yolo,CA,2020,2,1221
865,Montgomery,VA,2020,3,38
866,Frederick,MD,2020,4,167
867,Warren,MS,2020,3,15
868,Jefferson,OH,2020,2,1
869,Erie,OH,2020,2,8
870,Stearns,MN,2020,3,19
871,Washington,MS,2020,2,2
872,Buchanan,IA,2020,3,3
873,Amelia,VA,2020,2,28
874,Kane,UT,2020,2,24
875,Lowndes,GA,2020,4,5
876,Boyle,KY,2020,2,1
877,Clarke,MS,2020,3,1
878,Bristol,MA,2020,2,262
879,Wayne,MI,2020,3,1771
880,Snohomish,WA,2020,4,64
881,Henry,VA,2020,2,124
882,Warren,OH,2020,4,17
883,Putnam,IN,2020,3,19
884,Chester,PA,2020,4,85
885,Pulaski,VA,2020,2,102
886,Effingham,GA,2020,3,11
887,Sumter,GA,2020,2,5
888,Putnam,IN,2020,4,5
889,Esmeralda,NV,2020,2,8
890,Cherokee,NC,2020,2,4
891,Medina,OH,2020,4,29
892,Bryan,GA,2020,3,39
893,Winnebago,WI,2020,2,34
894,Island,WA,2020,3,10
895,Okeechobee,FL,2020,2,14
896,Summit,CO,2020,3,16
897,Moffat,CO,2020,2,3
898,Tuolumne,CA,2020,3,2
899,Winona,MN,2020,3,3
900,Middlesex,MA,2020,2,2137
901,Bronx,NY,2020,3,1553
902,Henrico,VA,2020,3,356
903,Treutlen,GA,2020,3,8
904,Johnson,KS,2020,3,600
905,Duchesne,UT,2020,2,90
906,Tooele,UT,2020,2,510
907,Douglas,NE,2020,2,1162
908,Washington,NY,2020,2,95
909,Monroe,GA,2020,2,89
910,Peach,GA,2020,3,33
911,Marin,CA,2020,4,17
912,Mahoning,OH,2020,3,10
913,Muskingum,OH,2020,2,5
914,Carroll,MD,2020,2,166
915,Dallas,TX,2020,1,6
916,Lake,OR,2020,2,274
917,Emporia,VA,2020,2,11
918,Roanoke County,VA,2020,4,17
919,Dutchess,NY,2020,4,29
920,Union,MS,2020,3,1
921,Travis,TX,2020,3,972
922,Wright,MN,2020,2,1121
923,Anoka,MN,2020,2,1295
924,Napa,CA,2020,2,1191
925,Gadsden,FL,2020,3,36
926,Somerset,ME,2020,2,10
927,Hampton,SC,2020,2,82
928,Berkshire,MA,2020,4,1
929,Montgomery,TN,2020,4,15
930,Chambers,TX,2020,2,1
931,Cambria,PA,2020,2,511
932,Will,IL,2020,2,171
933,Williamson,IL,2020,3,29
934,Collier,FL,2020,2,399
935,Chisago,MN,2020,3,40
936,Ingham,MI,2020,3,34
937,Grundy,IA,2020,2,12
938,Vanderburgh,IN,2020,3,6
939,Lawrence,AL,2020,2,13
940,Walker,TX,2020,3,7
941,Pecos,TX,2020,4,1
942,St. James,LA,2020,2,5
943,Bristol,RI,2020,2,11
944,New London,CT,2020,3,82
945,Abbeville,SC,2020,2,198
946,Cleveland,OK,2020,3,68
947,Whatcom,WA,2020,3,109
948,Fayette,PA,2020,2,40
949,Lamb,TX,2020,2,2
950,Marshall,TN,2020,3,5
951,Imperial,CA,2020,3,2
952,Russell,KS,2020,3,2
953,Chelan,WA,2020,2,8
954,Washington,TN,2020,4,4
955,Oneida,NY,2020,2,1163
956,Escambia,FL,2020,3,158
957,Wyandotte,KS,2020,3,417
958,Pike,IL,2020,3,15
959,Pottawattamie,IA,2020,3,91
960,Clinton,OH,2020,3,3
961,Somerset,NJ,2020,3,127
962,Banks,GA,2020,3,17
963,Muskegon,MI,2020,2,37
964,Madison,MS,2020,3,34
965,Pike,OH,2020,3,1
966,Lauderdale,MS,2020,3,11
967,Haywood,TN,2020,2,9
968,Adair,IA,2020,2,62
969,Macon,TN,2020,2,2
970,Benton,IA,2020,2,10
971,Fairfield,CT,2020,2,1901
972,Oklahoma,OK,2020,3,1049
973,Marion,FL,2020,4,24
974,Delaware,PA,2020,2,902
975,Chilton,AL,2020,3,84
976,Mason,WA,2020,2,82
977,Mercer,PA,2020,4,15
978,Lassen,CA,2020,2,462
979,Clark,OH,2020,2,21
980,Jefferson,CO,2020,4,59
981,Brunswick,NC,2020,4,7
982,Orange,TX,2020,2,3
983,Los Angeles,CA,2020,2,69516
984,Palm Beach,FL,2020,2,3912
985,Santa Cruz,CA,2020,2,2436
986,Worcester,MD,2020,2,87
987,Martin,FL,2020,3,52
988,Butler,PA,2020,3,31
989,Clay,MO,2020,4,20
990,Porter,IN,2020,2,30
991,St. Louis County,MO,2020,4,97
992,Tolland,CT,2020,2,70
993,Fredericksburg,VA,2020,3,46
994,Lauderdale,AL,2020,2,22
995,Wayne,NY,2020,2,9
996,Forrest,MS,2020,4,2
997,Shelby,KY,2020,2,9
998,Randolph,IL,2020,2,1
999,Kit Carson,CO,2020,3,2
1000,La Plata,CO,2020,2,3
1001,Polk,WI,2020,2,2
1002,Suffolk,NY,2020,4,216
1003,Essex,NJ,2020,2,1826
1004,Salt Lake,UT,2020,3,897
1005,Boone,IN,2020,3,141
1006,Gaston,NC,2020,3,81
1007,Litchfield,CT,2020,2,35
1008,Lafayette,LA,2020,3,68
1009,Delaware,IN,2020,3,11
1010,Murray,MN,2020,2,72
1011,Waynesboro,VA,2020,2,34
1012,Warren,NC,2020,2,10
1013,Miami,OH,2020,4,4
1014,Nelson,VA,2020,1,1
1015,Johnson,KS,2020,2,778
1016,Yellow Medicine,MN,2020,2,76
1017,Sevier,TN,2020,3,10
1018,Skamania,WA,2020,2,13
1019,Martin,FL,2020,4,26
1020,Lyon,MN,2020,2,218
1021,Skagit,WA,2020,2,135
1022,Ulster,NY,2020,3,51
1023,Barbour,AL,2020,2,37
1024,Graham,AZ,2020,2,24
1025,Beaver,UT,2020,2,91
1026,Delaware,NY,2020,2,21
1027,Madison,IN,2020,2,61
1028,Lancaster,PA,2020,4,129
1029,Wilson,TN,2020,2,65
1030,Miller,AR,2020,3,2
1031,Cheboygan,MI,2020,2,1
1032,Cattaraugus,NY,2020,3,3
1033,Cooper,MO,2020,2,20
1034,Essex,NY,2020,2,5
1035,Fayette,OH,2020,4,3
1036,Montgomery,PA,2020,2,8726
1037,Philadelphia,PA,2020,2,2422
1038,Washington,PA,2020,3,38
1039,Mobile,AL,2020,2,1015
1040,Freeborn,MN,2020,3,10
1041,Morrison,MN,2020,2,231
1042,Lycoming,PA,2020,2,703
1043,Washington,NE,2020,2,8
1044,Spalding,GA,2020,3,15
1045,Fond du Lac,WI,2020,2,17
1046,Buena Vista,VA,2020,2,1
1047,Steuben,NY,2020,3,3
1048,Durham,NC,2020,4,29
1049,Spotsylvania,VA,2020,3,112
1050,Duval,FL,2020,2,4352
1051,Douglas,MN,2020,2,357
1052,Spokane,WA,2020,3,141
1053,Carroll,VA,2020,3,53
1054,Polk,NC,2020,2,71
1055,York,PA,2020,3,317
1056,Brown,OH,2020,2,4
1057,Richland,SC,2020,4,95
1058,Carroll,GA,2020,3,70
1059,Harrison,MS,2020,2,98
1060,Alamance,NC,2020,2,83
1061,Carson City,NV,2020,3,9
1062,Mahaska,IA,2020,2,10
1063,Livingston,NY,2020,2,27
1064,Palm Beach,FL,2020,4,71
1065,LaSalle,IL,2020,4,4
1066,Tooele,UT,2020,4,9
1067,Lancaster,PA,2020,2,3588
1068,Bartow,GA,2020,2,74
1069,Lebanon,PA,2020,3,81
1070,Ste Genevieve,MO,2020,3,6
1071,Carbon,WY,2020,4,4
1072,Morgan,GA,2020,4,5
1073,Luzerne,PA,2020,2,163
1074,Butler,AL,2020,2,55
1075,Blount,TN,2020,2,10
1076,Eaton,MI,2020,4,44
1077,Doña Ana,NM,2020,4,5
1078,Mills,IA,2020,2,10
1079,Spokane,WA,2020,4,17
1080,Decatur,IN,2020,3,2
1081,Harford,MD,2020,2,1103
1082,Suffolk,VA,2020,2,219
1083,Monroe,FL,2020,2,141
1084,Franklin,NC,2020,2,50
1085,Florence,SC,2020,2,2012
1086,Spartanburg,SC,2020,4,88
1087,Anderson,SC,2020,4,35
1088,Kanabec,MN,2020,2,72
1089,Allamakee,IA,2020,2,3
1090,Escambia,AL,2020,3,16
1091,Webb,TX,2020,3,3
1092,Dale,AL,2020,3,2
1093,Davis,IA,2020,2,2
1094,Claiborne,TN,2020,2,4
1095,Fairfield,SC,2020,4,7
1096,Faribault,MN,2020,2,169
1097,Williamson,TX,2020,2,627
1098,Davidson,TN,2020,2,14615
1099,East Baton Rouge,LA,2020,4,65
1100,Lewis,WA,2020,2,72
1101,Sheboygan,WI,2020,3,6
1102,Cumberland,ME,2020,4,3
1103,Madison,OH,2020,3,35
1104,Lewis,WA,2020,3,31
1105,Dorchester,MD,2020,2,65
1106,St. Lawrence,NY,2020,2,10
1107,Floyd,IN,2020,2,72
1108,Haywood,NC,2020,3,48
1109,McDuffie,GA,2020,2,4
1110,Chaffee,CO,2020,2,22
1111,Jefferson,AR,2020,2,53
1112,Davis,UT,2020,4,14
1113,Jackson,MI,2020,4,40
1114,Greenbrier,WV,2020,2,4
1115,DeKalb,TN,2020,2,2
1116,LaPorte,IN,2020,2,8
1117,St. Mary,LA,2020,2,1
1118,Placer,CA,2020,3,193
1119,Columbia,NY,2020,3,12
1120,Spartanburg,SC,2020,3,553
1121,Carver,MN,2020,2,394
1122,Clay,MO,2020,2,437
1123,Ogle,IL,2020,3,30
1124,Shelby,OH,2020,3,11
1125,Columbia,WI,2020,2,20
1126,Lincoln,CO,2020,3,11
1127,St. Joseph,IN,2020,2,16
1128,Chesterfield,VA,2020,4,65
1129,Lynchburg,VA,2020,3,2
1130,Madison,AR,2020,3,1
1131,Madison,NC,2020,2,8
1132,Tuscaloosa,AL,2020,2,1888
1133,Pierce,WA,2020,3,656
1134,Broward,FL,2020,4,379
1135,Nassau,NY,2020,4,115
1136,Carbon,PA,2020,2,79
1137,Clinton,OH,2020,2,8
1138,Union,TN,2020,2,4
1139,Wright,MN,2020,4,12
1140,Wilson,NC,2020,3,4
1141,Jackson,FL,2020,3,8
1142,Watauga,NC,2020,2,7
1143,Westchester,NY,2020,2,3422
1144,Pine,MN,2020,2,521
1145,Linn,IA,2020,3,81
1146,Carbon,UT,2020,2,107
1147,Hudson,NJ,2020,4,115
1148,Montrose,CO,2020,3,1
1149,Bryan,GA,2020,2,51
1150,Berkeley,SC,2020,4,10
1151,Hancock,GA,2020,2,2
1152,Atlantic,NJ,2020,3,38
1153,Muhlenberg,KY,2020,2,2
1154,Ashland,WI,2020,2,1
1155,Buffalo,NE,2020,3,2
1156,Fremont,CO,2020,3,18
1157,Saratoga,NY,2020,2,803
1158,Kent,RI,2020,3,165
1159,Osceola,FL,2020,3,137
1160,Millard,UT,2020,3,27
1161,Laurel,KY,2020,2,3
1162,Callaway,MO,2020,3,11
1163,Mifflin,PA,2020,2,244
1164,Poinsett,AR,2020,4,9
1165,Frederick,VA,2020,4,50
1166,Bureau,IL,2020,3,16
1167,St. Charles,MO,2020,4,23
1168,Umatilla,OR,2020,2,1374
1169,Greene,VA,2020,3,5
1170,Calumet,WI,2020,2,3
1171,Nevada,AR,2020,4,3
1172,Shelby,IN,2020,4,3
1173,Rutherford,TN,2020,4,24
1174,Fayette,TN,2020,4,8
1175,Montgomery,MS,2020,4,1
1176,Macon,NC,2020,2,12
1177,Haywood,TN,2020,3,5
1178,Floyd,IA,2020,2,4
1179,Washington,TN,2020,3,28
1180,Panola,MS,2020,3,3
1181,Utah,UT,2020,3,411
1182,Morris,NJ,2020,3,206
1183,Allegheny,PA,2020,2,1330
1184,Washington,MN,2020,3,205
1185,Mercer,NJ,2020,2,717
1186,Lorain,OH,2020,2,118
1187,Orange,NY,2020,2,583
1188,Grayson,TX,2020,2,4
1189,Warren,IA,2020,2,45
1190,Penobscot,ME,2020,2,22
1191,Harrison,IA,2020,2,10
1192,Garza,TX,2020,2,3
1193,Oxford,ME,2020,2,5
1194,Bristol,MA,2020,3,181
1195,Henrico,VA,2020,2,3285
1196,Allegan,MI,2020,2,60
1197,Scott,MO,2020,3,3
1198,Morgan,CO,2020,3,17
1199,Bossier,LA,2020,4,14
1200,Hamilton,IA,2020,4,3
1201,St. Tammany,LA,2020,4,18
1202,Johnson,IA,2020,4,19
1203,Coosa,AL,2020,2,13
1204,Bryan,GA,2020,4,11
1205,Valencia,NM,2020,2,2
1206,Scioto,OH,2020,2,1
1207,St. Francis,AR,2020,4,2
1208,Niagara,NY,2020,4,27
1209,Cullman,AL,2020,4,3
1210,Richmond County,VA,2020,2,11
1211,Butler,AL,2020,3,66
1212,Wyandot,OH,2020,2,3
1213,Westchester,NY,2020,3,661
1214,Trinity,CA,2020,2,339
1215,Davidson,TN,2020,4,77
1216,Washtenaw,MI,2020,3,64
1217,Kings,CA,2020,3,16
1218,Clark,IN,2020,4,8
1219,Greene,GA,2020,3,11
1220,Yamhill,OR,2020,2,590
1221,Dallas,IA,2020,4,7
1222,Erie,NY,2020,4,58
1223,Bureau,IL,2020,4,1
1224,St. John the Baptist,LA,2020,4,20
1225,Monmouth,NJ,2020,2,677
1226,Sedgwick,KS,2020,3,77
1227,Beaver,UT,2020,3,11
1228,Broome,NY,2020,2,149
1229,Fulton,PA,2020,2,147
1230,Hampton,VA,2020,2,313
1231,St. Louis,MN,2020,3,5
1232,Buchanan,MO,2020,3,6
1233,Warren,MO,2020,3,8
1234,Okaloosa,FL,2020,4,7
1235,Collier,FL,2020,4,32
1236,Jefferson,PA,2020,3,8
1237,Jackson,TX,2020,3,2
1238,LaGrange,IN,2020,3,3
1239,Sandoval,NM,2020,2,21
1240,Monroe,NY,2020,2,6341
1241,Uintah,UT,2020,2,90
1242,New Haven,CT,2020,3,524
1243,York,PA,2020,2,3013
1244,Queen Anne's,MD,2020,2,299
1245,Hickman,TN,2020,2,34
1246,Flagler,FL,2020,4,23
1247,Union,NC,2020,2,87
1248,Calhoun,AR,2020,2,9
1249,Accomack,VA,2020,2,21
1250,Charlotte,VA,2020,3,2
1251,Madison,IL,2020,3,177
1252,Washington,IL,2020,3,19
1253,Platte,MO,2020,2,177
1254,Monmouth,NJ,2020,3,144
1255,Macon,AL,2020,3,91
1256,Hancock,IN,2020,2,45
1257,Cheatham,TN,2020,3,24
1258,Clarion,PA,2020,2,58
1259,Mahoning,OH,2020,4,5
1260,Cleburne,AL,2020,3,25
1261,Bristol,MA,2020,4,11
1262,Forsyth,GA,2020,3,4
1263,San Miguel,NM,2020,2,5
1264,McDuffie,GA,2020,3,9
1265,Jo Daviess,IL,2020,2,2
1266,Cerro Gordo,IA,2020,3,7
1267,Clinton,NY,2020,2,13
1268,Shawnee,KS,2020,3,8
1269,Arlington,VA,2020,3,272
1270,Peoria,IL,2020,2,17
1271,Lancaster,VA,2020,2,20
1272,Prince George,VA,2020,2,105
1273,Northampton,NC,2020,2,27
1274,Wahkiakum,WA,2020,3,2
1275,Greene,GA,2020,4,6
1276,Perry,MO,2020,4,1
1277,Norfolk,MA,2020,2,1007
1278,Coffee,AL,2020,2,90
1279,Delaware,OH,2020,2,570
1280,Cayuga,NY,2020,2,68
1281,Las Animas,CO,2020,3,40
1282,Shawano,WI,2020,2,10
1283,San Benito,CA,2020,3,18
1284,Vermilion,IL,2020,2,5
1285,Lee,TX,2020,2,1
1286,Cleveland,OK,2020,4,3
1287,DuPage,IL,2020,1,26
1288,Cayuga,NY,2020,3,13
1289,Kent,MI,2020,4,48
1290,Knox,TN,2020,2,322
1291,Shelby,AL,2020,2,387
1292,Jackson,OR,2020,2,1777
1293,Ontario,NY,2020,3,40
1294,Passaic,NJ,2020,3,143
1295,Winnebago,IL,2020,2,64
1296,Richmond,NY,2020,2,419
1297,Ashland,OH,2020,2,3
1298,Nelson,VA,2020,2,23
1299,Union,NJ,2020,1,2
1300,Craven,NC,2020,2,24
1301,Hillsborough,FL,2020,4,131
1302,Woodbury,IA,2020,4,12
1303,Wayne,UT,2020,2,17
1304,Cleveland,NC,2020,2,24
1305,Elkhart,IN,2020,2,23
1306,Hardin,KY,2020,3,6
1307,Williamson,IL,2020,4,1
1308,Pittsylvania,VA,2020,2,77
1309,Cherokee,SC,2020,4,35
1310,Hays,TX,2020,3,91
1311,Catawba,NC,2020,3,12
1312,Kimble,TX,2020,3,6
1313,Campbell,VA,2020,2,76
1314,Sullivan,NY,2020,2,29
1315,Benton,TN,2020,2,3
1316,Cochise,AZ,2020,4,8
1317,Fayette,KY,2020,1,5
1318,McLennan,TX,2020,3,15
1319,Amherst,VA,2020,3,3
1320,Ascension,LA,2020,3,39
1321,St. Johns,FL,2020,4,20
1322,Saginaw,MI,2020,2,13
1323,Hardin,IA,2020,2,3
1324,Marshall,AL,2020,3,1
1325,Churchill,NV,2020,2,68
1326,Mariposa,CA,2020,2,310
1327,Hancock,ME,2020,2,3
1328,Hampton,VA,2020,4,28
1329,Schenectady,NY,2020,2,259
1330,Hall,GA,2020,3,34
1331,Cottonwood,MN,2020,2,130
1332,Buncombe,NC,2020,2,594
1333,Robertson,TN,2020,2,90
1334,Caldwell,NC,2020,2,23
1335,Lincoln,OR,2020,2,622
1336,Monongalia,WV,2020,4,1
1337,Montour,PA,2020,3,7
1338,Panola,TX,2020,2,2
1339,Sequatchie,TN,2020,2,4
1340,Bradley,TN,2020,3,49
1341,Lancaster,SC,2020,2,727
1342,Henderson,NC,2020,3,68
1343,Jackson,OR,2020,3,64
1344,Mendocino,CA,2020,2,1427
1345,Addison,VT,2020,2,9
1346,Fairfield,OH,2020,3,5
1347,Wise,TX,2020,2,4
1348,Dallas,TX,2020,4,500
1349,Troup,GA,2020,2,67
1350,Pontotoc,MS,2020,2,5
1351,Muscogee,GA,2020,3,73
1352,Douglas,IL,2020,3,8
1353,Cache,UT,2020,2,31
1354,Salem,VA,2020,3,14
1355,Siskiyou,CA,2020,3,8
1356,McHenry,IL,2020,3,27
1357,Iron,UT,2020,4,6
1358,Dubois,IN,2020,3,1
1359,Centre,PA,2020,4,43
1360,Cherokee,SC,2020,2,637
1361,New Kent,VA,2020,3,111
1362,Brevard,FL,2020,2,1586
1363,Caddo,LA,2020,2,3133
1364,Pueblo,CO,2020,2,73
1365,Wyandotte,KS,2020,2,479
1366,Nevada,CA,2020,3,76
1367,Mitchell,TX,2020,3,14
1368,Northampton,PA,2020,2,335
1369,Sullivan,TN,2020,4,5
1370,Hancock,MS,2020,3,7
1371,Brazoria,TX,2020,2,92
1372,Jackson,GA,2020,4,26
1373,Lubbock,TX,2020,2,7
1374,Rockingham,NC,2020,2,55
1375,Lincoln,OR,2020,3,11
1376,Roscommon,MI,2020,3,5
1377,Wake,NC,2020,1,466
1378,Guadalupe,TX,2020,2,29
1379,Florence,SC,2020,4,20
1380,Harney,OR,2020,2,178
1381,Waller,TX,2020,4,7
1382,Washington,OH,2020,2,8
1383,Sarpy,NE,2020,4,17
1384,Jefferson,KY,2020,2,2260
1385,York,SC,2020,2,1429
1386,Pima,AZ,2020,2,6549
1387,Contra Costa,CA,2020,3,1021
1388,Franklin County,VA,2020,2,115
1389,Clay,MO,2020,3,310
1390,Waukesha,WI,2020,3,185
1391,Bucks,PA,2020,2,619
1392,Carbon,PA,2020,3,52
1393,Lake,OH,2020,2,88
1394,Albemarle,VA,2020,2,453
1395,Osage,OK,2020,2,6
1396,Wayne,OH,2020,2,10
1397,Monroe,KY,2020,2,2
1398,Hampden,MA,2020,3,69
1399,Scott,IA,2020,2,72
1400,Shiawassee,MI,2020,2,27
1401,Orange,NY,2020,4,52
1402,Jackson,NC,2020,3,2
1403,Lenoir,NC,2020,2,21
1404,Lafayette,LA,2020,1,6
1405,Morgan,IN,2020,3,2
1406,Gilliam,OR,2020,3,11
1407,Effingham,IL,2020,3,40
1408,Multnomah,OR,2020,3,665
1409,Calhoun,MI,2020,3,24
1410,Hinds,MS,2020,2,348
1411,Dutchess,NY,2020,3,98
1412,Smyth,VA,2020,2,58
1413,Grundy,IL,2020,2,17
1414,Caldwell,TX,2020,2,36
1415,Adair,IA,2020,4,12
1416,Pennington,MN,2020,2,2
1417,Bath,KY,2020,3,1
1418,Pinellas,FL,2020,4,54
1419,Wood,OH,2020,4,12
1420,Smyth,VA,2020,4,7
1421,Wayne,MI,2020,2,2209
1422,Indian River,FL,2020,2,134
1423,Martin,FL,2020,2,399
1424,Limestone,AL,2020,2,594
1425,Berrien,MI,2020,3,41
1426,Shasta,CA,2020,2,1184
1427,St. Clair,MI,2020,2,97
1428,Morgan,UT,2020,3,23
1429,Josephine,OR,2020,2,796
1430,Pend Oreille,WA,2020,2,9
1431,Houston,GA,2020,2,93
1432,Baker,OR,2020,3,21
1433,McDowell,NC,2020,3,22
1434,Hamilton,OH,2020,2,1689
1435,St. Charles,LA,2020,3,66
1436,Grand,UT,2020,2,111
1437,Suffolk,VA,2020,4,20
1438,Navajo,AZ,2020,2,84
1439,Lee,GA,2020,2,5
1440,Perry,PA,2020,2,81
1441,Shawnee,KS,2020,2,13
1442,Jefferson,AR,2020,4,15
1443,Jefferson Davis,LA,2020,4,3
1444,Allegan,MI,2020,3,10
1445,Martin,TX,2020,2,1
1446,Twiggs,GA,2020,2,27
1447,Gwinnett,GA,2020,2,619
1448,Lehigh,PA,2020,2,463
1449,Clark,NV,2020,2,68
1450,Houston,GA,2020,3,38
1451,Bertie,NC,2020,2,16
1452,Nash,NC,2020,2,71
1453,Shelby,KY,2020,4,2
1454,Orange,NC,2020,2,121
1455,Carver,MN,2020,3,14
1456,Caldwell,KY,2020,3,1
1457,Nacogdoches,TX,2020,3,1
1458,Porter,IN,2020,3,37
1459,Dodge,MN,2020,2,121
1460,Williams,OH,2020,3,3
1461,Rockingham,VA,2020,2,187
1462,Yalobusha,MS,2020,3,3
1463,Darlington,SC,2020,3,14
1464,Oneida,NY,2020,3,29
1465,Franklin,MO,2020,4,11
1466,Wahkiakum,WA,2020,2,3
1467,Lincoln,WA,2020,3,1
1468,Iberia,LA,2020,3,1
1469,Love,OK,2020,3,2
1470,Portage,OH,2020,2,45
1471,Lake,IN,2020,3,618
1472,Duval,FL,2020,3,1880
1473,Clayton,GA,2020,3,427
1474,Houston,GA,2020,4,18
1475,Washtenaw,MI,2020,2,221
1476,Cecil,MD,2020,3,66
1477,Fairfield,OH,2020,2,51
1478,York,ME,2020,3,12
1479,Elk,PA,2020,2,117
1480,Douglas,GA,2020,4,23
1481,Wayne,IN,2020,3,15
1482,Moore,NC,2020,2,27
1483,Kittitas,WA,2020,3,10
1484,Lexington,SC,2020,4,88
1485,Simpson,MS,2020,3,1
1486,Caswell,NC,2020,2,10
1487,Pacific,WA,2020,2,21
1488,Allen,OH,2020,2,9
1489,Hampton,VA,2020,3,294
1490,Fairfield,SC,2020,2,283
1491,St. Louis County,MO,2020,3,1668
1492,Butte,CA,2020,2,1138
1493,Steele,MN,2020,3,11
1494,Henderson,NC,2020,4,16
1495,Pickens,AL,2020,2,13
1496,Carson,TX,2020,4,2
1497,Calhoun,MI,2020,2,34
1498,Sussex,VA,2020,2,65
1499,Franklin,PA,2020,4,30
1500,Monroe,GA,2020,4,23
1501,DeKalb,MO,2020,3,1
1502,Waupaca,WI,2020,3,5
1503,Johnston,NC,2020,4,56
1504,Perry,IN,2020,4,2
1505,Fulton,GA,2020,4,436
1506,Harris,TX,2020,2,16817
1507,San Diego,CA,2020,2,13070
1508,Clermont,OH,2020,2,43
1509,Marion,FL,2020,3,126
1510,Greenwood,SC,2020,2,624
1511,Millard,UT,2020,2,196
1512,Galveston,TX,2020,3,80
1513,Fredericksburg,VA,2020,2,166
1514,Giles,VA,2020,3,2
1515,Columbia,FL,2020,2,440
1516,Ocean,NJ,2020,2,548
1517,Cumberland,NC,2020,4,27
1518,Kendall,TX,2020,3,3
1519,Page,VA,2020,2,29
1520,Allegany,MD,2020,3,18
1521,Cherokee,OK,2020,2,2
1522,Otero,CO,2020,2,10
1523,Emporia,VA,2020,4,1
1524,Appanoose,IA,2020,2,6
1525,Granville,NC,2020,2,54
1526,Middlesex,MA,2020,4,24
1527,Bullitt,KY,2020,2,11
1528,Broward,FL,2020,2,6897
1529,Levy,FL,2020,2,164
1530,Riverside,CA,2020,3,1230
1531,Jackson,MI,2020,2,71
1532,Anderson,SC,2020,3,180
1533,San Benito,CA,2020,2,571
1534,Shelby,AL,2020,3,109
1535,Loudoun,VA,2020,3,41
1536,Alleghany,VA,2020,3,13
1537,Bartow,GA,2020,4,13
1538,Wadena,MN,2020,2,62
1539,DeKalb,AL,2020,3,10
1540,McIntosh,GA,2020,4,1
1541,Knox,IL,2020,3,7
1542,Oconee,SC,2020,3,22
1543,Providence,RI,2020,2,990
1544,Broome,NY,2020,3,77
1545,Howard,MD,2020,3,185
1546,Marion,IN,2020,2,2101
1547,Horry,SC,2020,2,3765
1548,Dorchester,SC,2020,3,88
1549,Cass,MN,2020,2,260
1550,Kern,CA,2020,2,7781
1551,Westmoreland,VA,2020,2,16
1552,Dane,WI,2020,2,349
1553,Douglas,NE,2020,3,280
1554,Buchanan,MO,2020,2,16
1555,Montgomery,NY,2020,2,110
1556,Wood,OH,2020,3,62
1557,Humphreys,TN,2020,3,9
1558,Williamson,TN,2020,4,15
1559,Warren,VA,2020,2,108
1560,Madison,IL,2020,4,18
1561,Franklin,TN,2020,2,24
1562,Buffalo,NE,2020,2,21
1563,Sumter,SC,2020,3,32
1564,Georgetown,SC,2020,3,7
1565,Pima,AZ,2020,1,2960
1566,Meriwether,GA,2020,3,3
1567,Lenawee,MI,2020,2,6
1568,Orleans,VT,2020,3,3
1569,Pulaski,VA,2020,4,7
1570,Luzerne,PA,2020,4,27
1571,Blair,PA,2020,3,25
1572,Fort Bend,TX,2020,3,58
1573,Box Elder,UT,2020,2,386
1574,Linn,OR,2020,2,1349
1575,Onondaga,NY,2020,2,1466
1576,Steele,MN,2020,2,541
1577,Bamberg,SC,2020,2,86
1578,Rensselaer,NY,2020,2,414
1579,Northumberland,PA,2020,2,334
1580,Licking,OH,2020,3,17
1581,Northumberland,PA,2020,3,28
1582,Waukesha,WI,2020,4,19
